symbol,name,price,market_cap,volume_24h,price_change_24h,price_change_7d,rsi,score,reason,timestamp
WLD,Worldcoin,0.919268,1514938915,246605593.0,10.52951,0,27.075993574168535,60,"新鲜度指标低估, 价格趋势上升信号, 市场走势: 强势上升",20250624_073751
BRETT,Brett,0.04337203,430044334,50429248.0,21.43063,0,28.964729068636984,60,"新鲜度指标低估, 价格趋势上升信号, 市场走势: 强势上升",20250624_073751
POPCAT,Popcat,0.300792,293834125,72508297.0,17.15219,0,26.81775908404869,60,"新鲜度指标低估, 价格趋势上升信号, 市场走势: 强势上升",20250624_073751
PLUME,Plume,0.091535,232571588,32555739.0,16.34244,0,27.089655194542658,60,"新鲜度指标低估, 价格趋势上升信号, 市场走势: 强势上升",20250624_073751
MOODENG,Moo Deng,0.15329,151681926,99743617.0,20.60251,0,25.86950768811471,60,"新鲜度指标低估, 价格趋势上升信号, 市场走势: 强势上升",20250624_073751
CSPR,Casper Network,0.01142897,151009385,4266472.0,6.44239,0,26.75083027336224,60,"新鲜度指标低估, 价格趋势上升信号, 市场走势: 强势上升",20250624_073751
BIO,Bio Protocol,0.050754,91038749,22325073.0,14.22743,0,24.599244848982565,60,"新鲜度指标低估, 价格趋势上升信号, 市场走势: 强势上升",20250624_073751
MANA,Decentraland,0.261196,501447312,41885277.0,10.4958,0,29.693579224174954,60,"新鲜度指标低估, 价格趋势上升信号, 市场走势: 强势上升",20250624_073751
LCX,LCX,0.120095,108533484,3692209.0,24.5526,0,48.01185520761775,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
BORG,SwissBorg,0.191161,187845591,409937.0,11.77561,0,38.95465399383325,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
AI16Z,ai16z,0.160366,176383509,80995758.0,18.27787,0,27.06522161825788,50,"新鲜度指标低估, 价格趋势上升信号, 市场走势: 上升趋势",20250624_073751
NEIRO,Neiro,0.00038027,160349282,104580768.0,12.85458,0,27.47853256571797,50,"新鲜度指标低估, 价格趋势上升信号, 市场走势: 上升趋势",20250624_073751
USELESS,Useless Coin,0.134319,138703903,38672696.0,36.23357,0,85.44529788897354,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
LQTY,Liquity,1.37,133859097,85765390.0,25.21468,0,62.950570836730655,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
BANANAS31,Banana For Scale,0.01115119,109414530,102372925.0,41.88549,0,73.8797966166733,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
VRA,Verasity,0.00127619,104764108,6431792.0,16.05969,0,32.063085228514765,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
DAG,Constellation,0.03740449,106869840,4718966.0,18.57042,0,40.60226948798251,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
FUN,FUNToken,0.00998897,105989281,212749342.0,14.58106,0,90.88952074439105,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
MPLX,Metaplex,0.127497,105362777,7316149.0,8.27042,0,40.77523072365873,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
MOCA,Moca Network,0.069698,207914279,29621364.0,10.58595,0,43.930399187634634,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
GOAT,Goatseus Maximus,0.098067,98029810,30972084.0,15.12045,0,25.55347550185141,50,"新鲜度指标低估, 价格趋势上升信号, 市场走势: 上升趋势",20250624_073751
BIGTIME,Big Time,0.050997,97138069,25836673.0,11.41583,0,30.50767963558357,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
BICO,Biconomy,0.093804,90139882,9958232.0,14.34157,0,33.64204374883161,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
REI,Rei,0.089923,89966905,2041467.0,20.17455,0,49.24723223813616,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
ARKM,Arkham,0.443101,195642883,57206365.0,13.34943,0,27.75794083221149,50,"新鲜度指标低估, 价格趋势上升信号, 市场走势: 上升趋势",20250624_073751
ALCH,Alchemist AI,0.131568,111942894,24314165.0,9.19101,0,48.114199236748085,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
TURBO,Turbo,0.00362302,249472394,58325219.0,16.63567,0,32.150246479608626,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
PUMPBTC,pumpBTC,103721.0,269861295,1931.92,6.04868,0,44.368395475625874,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
ALGO,Algorand,0.179434,1550131184,83703877.0,12.57627,0,30.18967189357879,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
SEI,Sei,0.243793,1354108218,375061286.0,21.43285,0,66.6734922036328,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
KAIA,Kaia,0.205578,1203241460,80227412.0,11.08368,0,71.61327603726997,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
BONK,Bonk,1.389e-05,1073902055,232454879.0,14.06931,0,28.024854932418492,50,"新鲜度指标低估, 价格趋势上升信号, 市场走势: 上升趋势",20250624_073751
WIF,dogwifhat,0.832749,830358233,538848955.0,21.69953,0,32.83340410494006,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
JASMY,JasmyCoin,0.01281083,620876413,51560888.0,16.39893,0,33.21571449615611,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
PENGU,Pudgy Penguins,0.00979034,614054016,129829520.0,16.66631,0,33.243112513403545,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
SAROS,Saros,0.234059,614050188,9374204.0,9.78191,0,54.95324571959296,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
XCN,Onyxcoin,0.01440622,489477105,42086735.0,12.15269,0,43.693614519566346,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
MOVE,Movement,0.165459,431959910,420209273.0,41.6441,0,49.80916265509061,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
TEL,Telcoin,0.00429483,394734168,5645027.0,25.60646,0,45.756353811291866,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
RSR,Reserve Rights,0.00648792,375919065,30694843.0,17.41898,0,39.13920983638953,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
MOG,Mog Coin,9.22234e-07,360254199,40254890.0,25.84843,0,35.28176543627778,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
DEEP,DeepBook,0.138789,347051433,34654280.0,21.65706,0,31.71805946786816,50,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
KAITO,KAITO,1.42,342320667,62284702.0,12.3999,0,28.201591850556312,50,"新鲜度指标低估, 价格趋势上升信号, 市场走势: 上升趋势",20250624_073751
GAL,GAL (migrated to Gravity - G),0.725234,92642415,1335.54,-4.52641,0,42.759551765622334,45,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
BDCA,BitDCA,1.05,139729657,255812.0,3.95233,0,65.88742792973602,45,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
LAYER,Solayer,0.748696,157976137,110259118.0,3.89195,0,40.9263565267698,45,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
TRIP,Trip,10.05,296588806,3580.06,4.34758,0,88.04936052207299,45,"价格趋势上升信号, 市场走势: 强势上升",20250624_073751
SXP,Solar,0.17548,113551687,5658751.0,7.00907,0,37.08382157475689,40,"价格趋势上升信号, 市场走势: 上升趋势",20250624_073751
OKT,OKT Chain,5.04,89912967,495610.0,7.31931,0,43.10003142170579,40,"价格趋势上升信号, 市场走势: 上升趋势",20250624_073751
CONSCIOUS,Conscious Token,0.103595,103594934,257356.0,7.83394,0,38.82378671921656,40,"价格趋势上升信号, 市场走势: 上升趋势",20250624_073751
COTI,COTI,0.050306,109800339,9470584.0,12.76643,0,31.645789747097496,40,"价格趋势上升信号, 市场走势: 上升趋势",20250624_073751
LRC,Loopring,0.077478,96521996,11067601.0,12.25972,0,31.81281609184181,40,"价格趋势上升信号, 市场走势: 上升趋势",20250624_073751
IO,io.net,0.699826,116043579,55872854.0,15.14803,0,34.52393482678332,40,"价格趋势上升信号, 市场走势: 上升趋势",20250624_073751
CVX,Convex Finance,2.62,214983706,15724178.0,11.52359,0,31.56451483411064,40,"价格趋势上升信号, 市场走势: 上升趋势",20250624_073751
EOS,EOS,0.512692,370727031,988229.0,8.40794,0,33.17987513982334,40,"价格趋势上升信号, 市场走势: 上升趋势",20250624_073751
AERO,Aerodrome Finance,0.847204,711048340,137418289.0,8.32861,0,62.81452283886659,40,"价格趋势上升信号, 市场走势: 上升趋势",20250624_073751
STX,Stacks,0.628866,962966648,34851938.0,12.50889,0,36.10900021059084,40,"价格趋势上升信号, 市场走势: 上升趋势",20250624_073751
HNT,Helium,2.34,431260599,7160513.0,7.97401,0,29.195025010107244,35,"新鲜度指标低估, 价格趋势上升信号",20250624_073751
USDT,Mantle Bridged USDT (Mantle),0.996045,390882760,7372422.0,-0.09696,0,53.92864268471783,35,"价格趋势上升信号, 价格低于价格区间底部",20250624_073751
JST,JUST,0.03482843,344868186,118766995.0,3.95565,0,49.87815689939053,35,"价格趋势上升信号, 市场走势: 上升趋势",20250624_073751
PNUT,Peanut the Squirrel,0.220937,220924391,143055601.0,12.99557,0,23.790206737719927,35,"新鲜度指标低估, 价格趋势上升信号",20250624_073751
T,Threshold Network,0.01801767,183142740,29788053.0,3.33404,0,55.91571469825231,35,"价格趋势上升信号, 市场走势: 上升趋势",20250624_073751
DEXE,DeXe,8.06,460675546,12083131.0,2.75988,0,16.25406164319378,30,"新鲜度指标低估, 价格趋势上升信号",20250624_073751
USDN,Noble Dollar (USDN),0.999908,116736826,5193222.0,0.01956,0,64.93749223236114,30,"价格趋势上升信号, 市场走势: 可能回升",20250624_073751
FRXUSD,L2 Standard Bridged frxUSD,1.0,94967025,1116950.0,0.17095,0,43.767291384727564,30,"价格趋势上升信号, 市场走势: 可能回升",20250624_073751
